case_id,p_name,p_year,p_state,p_county,ylat,xlong,p_cap_ac,tiv,inverter_oem,racking_type,racking_oem,max_title_angle,module_oem,acrage,age,voltage,hail_claim_severity_multiple,storm_claim_severity_multiple,hurricane_claim_severity_multiple,fire_claim_severity_multiple,HAIL_1.0,HAIL_1.5,HAIL_2.0,HAIL_2.5,FIRE,HURRICANE,GUST_34,GUST_40,GUST_45,GUST_50,GUST_60,GUST_64,hail_expected_claim,fire_expected_claim,hurricane_expected_claim,storm_expected_claim,hail_technical_premium,fire_technical_premium,hurricane_technical_premium,storm_technical_premium,commercial_premium
403140,Noland Wastewater Treatment Plant Hybrid,2019,AR,Washington,36.080036,-94.065987,5,6000000,3,single,1,69,4,25,6,1000,0.2395016369394822,0.6355512791598992,0.6355512791598992,0.6355512791598992,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.19019147136869508,0.4448858954119294,0.12711025583197985,0.06768328858516276,4.913161810769062e-4,3.4826090681586706e-5,3.482609068158671e-5,5.33391390547693e-6,0.35
402043,Ozarks Natural Energy Community Solar,2016,AR,Washington,36.164207,-94.082413,1,1200000,4,fixed,1,62,3,5,9,1000,0.4322058769399698,0.5434571533487816,0.5434571533487816,0.5434571533487816,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.3432205003683585,0.3804200073441471,0.10869143066975634,0.05787568769021763,8.866316890802639e-4,2.9779639699725788e-5,2.97796396997258e-5,4.56100673907805e-6,0.35
402634,FECC Solar Benton,2017,AR,Saline,34.638447,-92.578476,1,1200000,4,single,1,46,3,5,8,1000,0.3553675182944412,0.6413089915647766,0.6413089915647766,0.6413089915647766,0.002074445183764531,9.393714039688442e-4,7.828095033073701e-5,7.828095033073701e-5,1.9570237582684254e-4,4.696857019844221e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.2782685717952294,0.4489162940953436,0.12826179831295534,0.0682964584788727,5.772528985536481e-4,8.785398530184031e-5,6.024273277840479e-5,5.382235957948775e-6,0.35
402650,Scenic Hill Solar III,2017,AR,Johnson,35.467068,-93.515205,5,6000000,3,single,2,73,3,25,8,1000,0.09888875309366019,0.5321255529447286,0.5321255529447286,0.5321255529447286,0.0018004618576069513,6.653880778112646e-4,0.00015656190066147403,1.1742142549610553e-4,0.00015656190066147403,2.7398332615757956e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.07530098588552442,0.37248788706131003,0.10642511058894573,0.0566689243566703,1.355765529270861e-4,5.831741157169518e-5,2.9158705785847593e-5,4.4659053948617635e-6,0.35
403528,Chicot Solar,2020,AR,Chicot,33.475201,-91.357712,100,120000000,2,single,2,70,2,500,5,1500,0.08767579413900212,0.442433911891559,0.442433911891559,0.442433911891559,0.0016047594817801087,6.262476026458961e-4,7.828095033073701e-5,0,4.6446697196237297e-4,7.828095033073702e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.06588102102844363,0.30970373832409126,0.08848678237831181,0.047117177040383026,1.0572319316474965e-4,1.438471575448178e-4,6.926829416283362e-5,3.71316127002745e-6,0.35
403141,Westside Wastewater Treatment Plant Hybrid,2019,AR,Washington,36.07058,-94.233521,5,6000000,3,dual,2,56,2,25,6,1000,0.12133508548539641,0.5965144961919175,0.5965144961919175,0.5965144961919175,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.09635382343104845,0.41756014733434227,0.11930289923838351,0.06352605071357706,2.4890807258402277e-4,3.2687005153574874e-5,3.268700515357488e-5,5.006294645905562e-6,0.35
404090,Forrest City-Prison Site,2021,AR,St. Francis,34.985352,-90.800301,1,1200000,1,fixed,3,51,3,5,4,1000,0.8471578795141397,0.6374576569711266,0.6374576569711266,0.6374576569711266,0.0010176523542995812,6.262476026458961e-4,0,0,4.6446697196237297e-4,5.479666523151591e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.6688249599317084,0.44622035987978853,0.1274915313942253,0.06788630905539171,6.806312950888261e-4,2.0725461938132572e-4,6.986110765662666e-5,5.349913330621411e-6,0.35
404091,Forrest City-Eldridge Road,2021,AR,St. Francis,35.039425,-90.806519,1,1200000,1,single,2,37,1,5,4,1500,0.2195615461899649,0.46896924952166985,0.46896924952166985,0.46896924952166985,0.0010176523542995812,6.262476026458961e-4,0,0,4.6446697196237297e-4,5.479666523151591e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.1733422374791194,0.32827847466516885,0.09379384990433398,0.04994306847261734,1.7640213607018294e-4,1.5247450908815755e-4,5.13959019398284e-5,3.935861170118696e-6,0.35
404163,Branch Solar Farm,2021,AR,Franklin,35.30769,-93.92437,5,6000000,2,fixed,3,38,3,25,4,1500,1.048261472436597,0.5666163568423199,0.5666163568423199,0.5666163568423199,0.0015656190066147403,5.088261771497906e-4,0,0,3.9140475165368506e-5,2.7398332615757956e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.7611639185841899,0.39663144978962395,0.11332327136846398,0.06034203636239344,0.0011916926980847624,1.5524343410294883e-5,3.1048686820589766e-5,4.755372168909675e-6,0.35
404480,Hot Springs 2020,2021,AR,Garland,34.415718,-93.201248,1,1200000,1,single,2,41,3,5,4,1500,0.2235326969236276,0.4918361740280459,0.4918361740280459,0.4918361740280459,0.0027398332615757954,0.0015656190066147403,2.7398332615757956e-4,2.3484285099221105e-4,2.3484285099221105e-4,4.3054522681905356e-4,5.4244643341470026e-5,5.4244643341470026e-5,0,0,0,0,0.18375299248177848,0.3442853218196321,0.09836723480560919,0.05877897565605475,5.034525607156637e-4,8.085294653089329e-5,4.235154342094411e-5,3.188444570439639e-6,0.35
404572,Searcy Solar Hybrid,2019,AR,White,35.222858,-91.695137,100,120000000,2,fixed,1,52,3,500,6,600,0.8775781061125913,0.805727931472528,0.805727931472528,0.805727931472528,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.6553470212065299,0.5640095520307695,0.1611455862945056,0.08580631948230412,0.0015903368161104096,4.41512037285819e-5,7.568777782042613e-5,6.762134793266966e-6,0.35
404613,"Scenic Hill Solar IV, LLC",2020,AR,Johnson,35.469597,-93.444893,2.2,2640000,1,single,2,74,4,11,5,1000,0.13120778618869625,0.5813846099959706,0.5813846099959706,0.5813846099959706,0.0018004618576069513,6.653880778112646e-4,0.00015656190066147403,1.1742142549610553e-4,0.00015656190066147403,2.7398332615757956e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.09991101461769103,0.4069692269971794,0.11627692199919414,0.06191478740998563,1.7988597097396325e-4,6.371587568940927e-5,3.185793784470464e-5,4.879315890586999e-6,0.35
404680,City of Paris Solar,2020,AR,Logan,35.300007,-93.737,1.5,1800000,1,fixed,2,64,2,7.5,5,600,0.3089002455548531,0.6082136926673304,0.6082136926673304,0.6082136926673304,0.0014090571059532664,6.262476026458961e-4,0.00015656190066147403,7.828095033073701e-5,3.9140475165368506e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.24332538495140207,0.42574958486713127,0.12164273853346608,0.06477196133829735,3.4285936272458707e-4,1.66640410531579e-5,3.808923669293235e-5,5.104481068951705e-6,0.35
405537,Happy Solar 1,2023,AR,White,35.170544,-91.655342,95,114000000,3,dual,1,54,4,475,2,1500,0.24515215653126846,0.5590639504729291,0.5590639504729291,0.5590639504729291,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.183071722512311,0.39134476533105034,0.11181279009458583,0.05953773981454039,4.442618809254093e-4,3.063484013707388e-5,5.251686880641239e-5,4.691988006727271e-6,0.35
405815,General Dynamics,2020,AR,Calhoun,33.606483,-92.548637,2,2400000,1,dual,2,46,1,10,5,1500,0.13219866530626553,0.4939261596761557,0.4939261596761557,0.4939261596761557,7.045285529766332e-4,3.1312380132294805e-4,3.9140475165368506e-5,3.9140475165368506e-5,1.1742142549610553e-4,5.088261771497906e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.10269937435467502,0.345748311773309,0.09878523193523114,0.05260086463725234,7.235464160570474e-5,4.059825963129387e-5,5.026451192445907e-5,4.14531399395175e-6,0.35
405871,"Big Cypress Solar, LLC",2023,AR,Crittenden,35.325874,-90.314941,180,216000000,1,single,1,62,4,900,2,1000,0.3248194020381318,0.6658554081967949,0.6658554081967949,0.6658554081967949,9.785118791342127e-4,4.3054522681905356e-4,3.9140475165368506e-5,3.9140475165368506e-5,4.6446697196237297e-4,5.088261771497906e-4,0,0,0,0,0,0,0.24999257319482535,0.46609878573775637,0.13317108163935898,0.07091053897105994,2.4462070256646575e-4,2.1648749164695458e-4,6.77609323774577e-5,5.5882436827325564e-6,0.35
406097,Newport Solar Project,2023,AR,Jackson,35.68988,-91.161003,180,216000000,1,fixed,1,54,3,900,2,1500,0.5116605807821392,0.4562917063356478,0.4562917063356478,0.4562917063356478,9.393714039688442e-4,5.088261771497906e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,5.088261771497906e-4,0.0013991884706870015,2.798376941374003e-4,1.3991884706870015e-4,0,0,0,0.4129773226518665,0.31940419443495344,0.09125834126712956,0.04971307303835665,3.8793908738677817e-4,1.2501631939995828e-5,4.643463291998451e-5,6.955795863768945e-5,0.35
406263,Ashley-Chicot Solar,2018,AR,Ashley,33.250729,-91.92215,1,1200000,1,dual,1,73,3,5,7,1000,0.14019316405268148,0.6722258157749188,0.6722258157749188,0.6722258157749188,0.0019570237582684255,9.785118791342127e-4,3.9140475165368506e-5,3.9140475165368506e-5,3.9140475165368506e-5,6.653880778112646e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.10923925903589908,0.4705580710424431,0.13444516315498375,0.07158895808318132,2.1378382526889329e-4,1.8417866493500456e-5,8.94582086827165e-5,5.6417078274502355e-6,0.35
406264,Berryville School District Solar,2018,AR,Carroll,36.374161,-93.588905,1,1200000,1,fixed,2,50,3,5,7,600,0.5177796512494791,0.6913888370217479,0.6913888370217479,0.6913888370217479,0.0013699166307878977,6.653880778112646e-4,1.1742142549610553e-4,7.828095033073701e-5,7.828095033073701e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.4089651696368044,0.4839721859152235,0.13827776740434958,0.0736297317229216,5.602481872984521e-4,3.788580264708783e-5,4.329806016810038e-5,5.802534984677458e-6,0.35
406265,C&L,2020,AR,Lincoln,34.074886,-91.829231,1,1200000,1,fixed,2,58,3,5,5,1000,0.3388220715669492,0.5328285553415525,0.5328285553415525,0.5328285553415525,0.0010959333046303183,5.088261771497906e-4,0,0,4.6446697196237297e-4,5.479666523151591e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.2586801877770853,0.3729799887390867,0.1065657110683105,0.05674379087910604,2.8349623303293236e-4,1.7323688597220357e-4,5.8394455945686605e-5,4.471805397556997e-6,0.35
406269,Clay County Electrical Cooperative,2020,AR,Clay,36.415783,-90.639595,1,1200000,2,single,2,40,3,5,5,1500,0.24411153180535952,0.5341983449970947,0.5341983449970947,0.5341983449970947,0.0011350737797956867,4.696857019844221e-4,1.1742142549610553e-4,1.1742142549610553e-4,4.6446697196237297e-4,5.088261771497906e-4,0,0,0,0,0,0,0.19739550782489915,0.3739388414979663,0.10683966899941895,0.05688966717830819,2.2405846518149731e-4,1.7368224140967814e-4,5.436282034492334e-5,4.483301464563475e-6,0.35
406270,Craighead Electric Solar One,2018,AR,Craighead,35.922783,-90.56382,1,1200000,1,single,1,71,3,5,7,600,0.2275988965625743,0.7606015999696631,0.7606015999696631,0.7606015999696631,0.002700692786410427,0.0011742142549610551,0.00015656190066147403,1.1742142549610553e-4,4.6446697196237297e-4,5.871071274805276e-4,5.418879375745096e-5,0,0,0,0,0,0.1767395664592357,0.5324211199787642,0.15212031999393263,0.07681699615019713,4.773192722097641e-4,2.472920254053519e-4,8.931092410305646e-5,4.1626203614499365e-6,0.35
406272,Farmers Electric Cooperative,2019,AR,Jackson,35.62952,-91.230591,1,1200000,1,single,2,34,4,5,6,600,0.5367872627023341,0.876876528446406,0.876876528446406,0.876876528446406,9.393714039688442e-4,5.088261771497906e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,5.088261771497906e-4,0.0013991884706870015,2.798376941374003e-4,1.3991884706870015e-4,0,0,0,0.43325785669391637,0.6138135699124841,0.1753753056892812,0.09553587386970912,4.069900411230965e-4,2.402495478932577e-5,8.923554636035287e-5,1.3367269325550456e-4,0.35
406482,Paragould Solar Farm,2021,AR,Greene,36.025635,-90.487144,1.5,1800000,3,single,1,31,4,7.5,4,1000,0.7775211200795663,0.7537559983417756,0.7537559983417756,0.7537559983417756,0.0015264785314493719,7.436690281420016e-4,1.1742142549610553e-4,3.9140475165368506e-5,3.9140475165368506e-5,5.871071274805276e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.6074652966717522,0.5276291988392429,0.15075119966835515,0.0802715476019497,9.272827339699533e-4,2.0651657553690665e-5,8.850710380153146e-5,6.325956272491945e-6,0.35
406616,Jonesboro CWL Solar Park,2022,AR,Craighead,35.814259,-90.57972,10,12000000,2,fixed,2,37,3,50,3,1500,0.5457989547207107,0.4832789322928531,0.4832789322928531,0.4832789322928531,0.002700692786410427,0.0011742142549610551,0.00015656190066147403,1.1742142549610553e-4,4.6446697196237297e-4,5.871071274805276e-4,5.418879375745096e-5,0,0,0,0,0,0.4238345268283024,0.33829525260499715,0.09665578645857063,0.048808779632980234,0.001144646849236873,1.571269716066891e-4,5.674730114206268e-5,2.6448888930844387e-6,0.35
406623,ACC,2023,AR,Howard,33.93042,-93.856987,2,2400000,4,fixed,2,56,2,10,2,1500,0.2328405262458193,0.35223069719078276,0.35223069719078276,0.35223069719078276,0.002778973736741164,0.0011350737797956867,0.00015656190066147403,1.1742142549610553e-4,1.1742142549610553e-4,4.3054522681905356e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.1781200499530764,0.2465614880335479,0.07044613943815656,0.03751094948314762,4.949909408066235e-4,2.895160139734016e-5,3.033024908292779e-5,2.956123723274056e-6,0.35
406639,UADA,2023,AR,Howard,33.926624,-93.858864,2.8,3360000,2,single,2,56,3,14,2,1500,0.15453628238699063,0.4785283902212513,0.4785283902212513,0.4785283902212513,0.002778973736741164,0.0011350737797956867,0.00015656190066147403,1.1742142549610553e-4,1.1742142549610553e-4,4.3054522681905356e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.11821829636853316,0.3349698731548759,0.09570567804425027,0.05096107299846957,3.28525540810437e-4,3.933264000409518e-5,4.120562286143305e-5,4.0160870073938665e-6,0.35
406628,City of Green Forest (Carroll),2022,AR,Carroll,36.367954,-93.542358,1.2,1440000,3,fixed,2,37,4,6,3,1500,0.6110020805589427,0.4611601306052423,0.4611601306052423,0.4611601306052423,0.0013699166307878977,6.653880778112646e-4,1.1742142549610553e-4,7.828095033073701e-5,7.828095033073701e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.4825963494726654,0.32281209142366957,0.09223202612104847,0.04911143321902289,6.611167651001326e-4,2.5270037294897612e-5,2.8880042622740137e-5,3.870322527771984e-6,0.35
406629,Crossett SD,2022,AR,Ashley,33.131416,-91.941177,1,1200000,2,single,1,56,3,5,3,1000,0.32761242719619466,0.6899736983469409,0.6899736983469409,0.6899736983469409,0.0019570237582684255,9.785118791342127e-4,3.9140475165368506e-5,3.9140475165368506e-5,3.9140475165368506e-5,6.653880778112646e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.2552773456515779,0.4829815888428586,0.1379947396693882,0.0734790259617097,4.995838303878388e-4,1.8904128883434128e-5,9.182005457668007e-5,5.7906583224737266e-6,0.35
406632,Fayetteville Public Schools (Ozarks),2023,AR,Washington,36.005825,-94.015961,1,1200000,1,single,2,52,3,5,2,1000,0.2096069643732057,0.5862428660116499,0.5862428660116499,0.5862428660116499,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.16645170977824644,0.4103700062081549,0.11724857320232998,0.06243216933448505,4.299899348453664e-4,3.212415407320481e-5,3.2124154073204816e-5,4.920089184840536e-6,0.35
406633,Fayetteville Public Schools (SWEPCO),2023,AR,Logan,35.145821,-93.873894,4,4800000,1,dual,2,54,3,20,2,1500,0.1227985393877134,0.49279504284249964,0.49279504284249964,0.49279504284249964,0.0014090571059532664,6.262476026458961e-4,0.00015656190066147403,7.828095033073701e-5,3.9140475165368506e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.09673026259436661,0.34495652998974974,0.09855900856849993,0.052480405896020516,1.3629846386931771e-4,1.3501762495195496e-5,3.0861171417589705e-5,4.13582100730285e-6,0.35
406634,LRWRA,2023,AR,Logan,35.146275,-93.871605,4,4800000,1,single,1,70,3,20,2,1500,0.15714469053913427,0.4632383991273297,0.4632383991273297,0.4632383991273297,0.0014090571059532664,6.262476026458961e-4,0.00015656190066147403,7.828095033073701e-5,3.9140475165368506e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.12378524416457218,0.3242668793891308,0.09264767982546596,0.04933275925950202,1.7442047790225052e-4,1.2691959739681819e-5,2.9010193690701304e-5,3.887764559174912e-6,0.35
406635,Rivercrest SD,2022,AR,Mississippi,35.617928,-90.10479,1,1200000,4,fixed,2,43,3,5,3,1000,0.4913237972335632,0.5068051765791026,0.5068051765791026,0.5068051765791026,0.0014873380562840032,6.262476026458961e-4,0.00015656190066147403,0,4.6446697196237297e-4,5.088261771497906e-4,3.643518181155724e-5,0,0,0,0,0,0.37012599322103934,0.35476362360537184,0.10136103531582052,0.05068051765791027,5.505024753375669e-4,1.647759860183861e-4,5.1575148111693876e-5,1.8465538751697976e-6,0.35
406636,Searcy Water I,2021,AR,White,35.265907,-91.715851,1,1200000,3,single,1,51,4,5,4,1500,0.3290795671290487,0.5306967566510943,0.5306967566510943,0.5306967566510943,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.2457460054618631,0.371487729655766,0.10613935133021886,0.0565167641218592,5.963541562736511e-4,2.9080412513661277e-5,4.985213573770505e-5,4.453914110021956e-6,0.35
406637,Searcy Water II,2021,AR,White,35.208233,-91.720459,2.8,3360000,3,single,2,50,4,14,4,1000,0.2615329401682492,0.616753787038035,0.616753787038035,0.616753787038035,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.19530436332997822,0.43172765092662446,0.123350757407607,0.06568144211630944,4.739469461215175e-4,3.379605079859286e-5,5.7936087083302045e-5,5.176154480070001e-6,0.35
406638,Southside SD,2023,AR,Pulaski,34.724487,-92.196831,1,1200000,4,single,2,59,4,5,2,1000,0.1921854564565744,0.547514604551663,0.547514604551663,0.547514604551663,0.004305452268190536,0.002231007084426005,1.9570237582684254e-4,3.9140475165368506e-5,3.1312380132294805e-4,5.088261771497906e-4,5.6085249579360626e-5,0,0,0,0,0,0.14987608334736388,0.3832602231861641,0.1095029209103326,0.05640632331387667,6.452843229954216e-4,1.2000789797993317e-4,5.5717952633540407e-05,3.163562720912881e-6,0.35
406640,White River Medical Center,2023,AR,Jackson,35.610004000000004,-91.258797,2.9,3480000,1,single,2,63,4,14.5,2,1500,0.14713601328253884,0.46408716653820625,0.46408716653820625,0.46408716653820625,9.393714039688442e-4,5.088261771497906e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,5.088261771497906e-4,0.0013991884706870015,2.798376941374003e-4,1.3991884706870015e-4,0,0,0,0.1187580968973748,0.3248610165767444,0.09281743330764125,0.050562389992919746,1.1155796021515502e-4,1.271521455151843e-5,4.722793976278274e-5,7.074631312847313e-5,0.35
