case_id,p_name,p_year,p_state,p_county,ylat,xlong,p_cap_ac,tiv,inverter_oem,racking_type,racking_oem,max_title_angle,module_oem,acrage,age,voltage,hail_claim_severity_multiple,storm_claim_severity_multiple,hurricane_claim_severity_multiple,fire_claim_severity_multiple,HAIL_1.0,HAIL_1.5,HAIL_2.0,HAIL_2.5,FIRE,HURRICANE,GUST_34,GUST_40,GUST_45,GUST_50,GUST_60,GUST_64,hail_expected_claim,fire_expected_claim,hurricane_expected_claim,storm_expected_claim,hail_technical_premium,fire_technical_premium,hurricane_technical_premium,storm_technical_premium,commercial_premium
405484,White Marsh Mall,2015,MD,Baltimore,39.373856,-76.467705,1.1,1320000,1,single,3,71,3,5.5,10,1000,0.17318945813386294,0.6733391786424717,0.6733391786424717,0.6733391786424717,0.00227014755959137,5.088261771497906e-4,7.828095033073701e-5,7.828095033073701e-5,8.69788337008189e-5,0.00219186660926063,1.2498437695288088e-4,0,0,0,0,0,0.06637340454716595,0.4713374250497302,0.13466783572849436,0.06733391786424718,1.5067742235451973e-4,4.099637951037268e-5,2.951739324746833e-4,8.415687772059389e-6,0.4
404410,77 Farm to Market Rd Hybrid,2021,MA,Plymouth,41.791668,-70.724701,5,6000000,2,single,2,74,4,25,4,1000,0.09737127431862244,0.6159223095996917,0.6159223095996917,0.6159223095996917,7.436690281420016e-4,1.9570237582684257e-4,3.9140475165368506e-5,0,4.5663887692929925e-5,0.00176132138244158,2.7243502424671715e-5,0,0,0,0,0,0.03271613728853641,0.4311456167197842,0.12318446191993836,0.06408055709075194,2.4329978021926172e-5,1.9687785021191237e-5,2.1696742676414836e-4,1.7457788124762147e-6,0.5
405241,CES Cherry Hill Solar,2016,NJ,Camden,39.941257,-75.023155,1.2,1440000,2,single,3,69,3,6,9,1000,0.19908630728654575,0.7205267805242889,0.7205267805242889,0.7205267805242889,1.5656190066147e-4,0,0,0,4.305452268190536e-4,0.00136991663078789,1.9257433369280544e-5,3.2095722282134233e-6,0,0,0,0,0.05631011116948212,0.5043687463670021,0.14410535610485778,0.07836507661965283,8.816018031153019e-6,2.1715355630502265e-4,1.9741232391365696e-4,1.509110241481529e-6,0.5
406525,FFP - MD Foxhall,2023,MD,Baltimore,39.685726,-76.737701,2,2400000,3,single,2,69,2,10,2,1000,0.07383138085990838,0.49231945236449864,0.49231945236449864,0.49231945236449864,0.00227014755959137,5.088261771497906e-4,7.828095033073701e-5,7.828095033073701e-5,8.69788337008189e-5,0.00219186660926063,1.2498437695288088e-4,0,0,0,0,0,0.02829525632156489,0.344623616655149,0.09846389047289972,0.04923194523644987,6.423440708641293e-5,2.997496024242297e-5,2.1581971374544544e-4,6.153224001556039e-6,0.4
404328,Glenmere Lake,2021,NY,Orange,41.369465,-74.366096,2,2400000,1,single,2,73,4,10,4,1500,0.07377851002721884,0.450270105424468,0.450270105424468,0.450270105424468,8.610904536381071e-4,7.828095033073701e-5,3.9140475165368506e-5,0,7.597856943865652e-5,0.00117421425496105,7.72379701861435e-5,2.5745990062047836e-5,0,0,0,0,0.02282188714890342,0.3151890737971276,0.0900540210848936,0.04888595996376846,1.9651709157926936e-5,2.394761492980089e-5,1.0574271527444549e-4,3.7758523182025537e-6,0.5
400475,Mile Farm,2014,NC,Durham,36.230251,-78.949875,5,6000000,2,single,2,66,2,25,11,600,0.12561936639294446,0.7523277134387433,0.7523277134387433,0.7523277134387433,0.00109593330463031,5.479666523151591e-4,0,0,1.1742142549610553e-4,0.00180046185760695,0,0,0,0,0,0,0.04754329989796897,0.5266293994071203,0.15046554268774867,0.07880887197019704,5.21042857702114e-5,6.183757478654197e-5,2.7090747049342203e-4,0,0.4
400429,Kent County-Worton Complex,2012,MD,Kent,39.282471,-76.088974,1,1200000,2,single,2,68,2,5,13,600,0.11809780130989912,0.7597941917115854,0.7597941917115854,0.7597941917115854,2.7398332615757956e-4,1.5656190066147e-4,0,0,7.828095033073701e-5,0.00125249520529179,0,0,0,0,0,0,0.04513996037199896,0.5318559341981097,0.15195883834231708,0.07969627410216608,1.2367596485341607e-5,4.163418796806996e-5,1.903277164254627e-4,2.4107649803277847e-6,0.4
403676,Roberds Garden (CSG),2019,MN,Rice,44.299339,-93.240089,1,1200000,1,single,2,74,1,5,6,1000,0.06402090682077131,0.5106073531268961,0.5106073531268961,0.5106073531268961,0.00144819758111863,9.393714039688442e-4,1.1742142549610553e-4,7.828095033073701e-5,1.4090571059532662e-4,3.9140475165368506e-5,0,0,0,0,0,0,0.0298622020669,0.35742514718882723,0.10212147062537924,0.05326333853219498,4.324636880016049e-5,5.0363244349280906e-5,3.997082884863565e-6,1.6491640623294337e-6,0.4
403953,Brick Church Solar,2019,NY,Rensselaer,42.759132,-73.573975,4,4800000,3,single,2,66,4,20,6,1000,0.12224850720721166,0.5806626133306966,0.5806626133306966,0.5806626133306966,9.002309288034757e-4,2.3484285099221105e-4,3.9140475165368506e-5,0,3.9140475165368506e-5,9.785118791342127e-4,3.122641194528702e-5,2.153545651399105e-6,0,0,0,0,0.04108750415331683,0.4064638293314875,0.11613252266613933,0.06180962715178138,3.698824202615707e-5,1.5909187417569673e-5,1.1363705298264054e-4,1.930092879626123e-6,0.5
401874,"BentonSun, LLC",2016,MN,Carver,44.764904,-93.856987,5,6000000,1,single,2,66,3,25,9,1000,0.1051511238531484,0.5859361832124816,0.5859361832124816,0.5859361832124816,5.088261771497906e-4,3.1312380132294805e-4,3.9140475165368506e-5,0,1.4090571059532662e-4,3.9140475165368506e-5,3.09624613810604e-5,4.038581919268747e-6,0,0,0,0,0.04381332376315808,0.41015532824873713,0.11718723664249632,0.06112116696633743,2.22933660386338e-5,5.779322798134775e-5,4.58676412550379e-6,1.8924617717605672e-6,0.4
404219,Berry Road Solar,2021,SC,Greenville,34.63903,-82.328667,2,2400000,3,single,2,61,3,10,4,1000,0.11656669682629851,0.5430647956081568,0.5430647956081568,0.5430647956081568,0.00246584993541821,5.871071274805276e-4,3.9140475165368506e-5,0,1.1742142549610553e-4,0.00121335473012642,0,0,0,0,0,0,0.03846462374774558,0.3801453569257097,0.10861295912163137,0.0565444531370185,9.48479899842644e-5,4.463720970594266e-5,1.317860477032593e-4,1.646709373781879e-6,0.4
402317,Rengstorf Solar (CSG),2017,MN,Nicollet,44.259315,-94.287743,5,6000000,2,single,2,66,3,25,8,1000,0.11139772527016716,0.6207442733043123,0.6207442733043123,0.6207442733043123,9.785118791342127e-4,5.871071274805276e-4,1.5656190066147e-4,1.5656190066147e-4,1.4090571059532662e-4,3.9140475165368506e-5,3.09624613810604e-5,4.038581919268747e-6,0,0,0,0,0.06977923445159633,0.4345209913130186,0.12414885466086244,0.06475212738017926,6.827980982777832e-5,6.122648904954663e-5,4.859245162662431e-6,2.0048852433503036e-6,0.4
404077,Hadley 3 Solar (North),2019,MA,Hampshire,42.35844,-72.544197,3.9,4680000,1,single,2,61,4,19.5,6,600,0.19285929030443816,0.7658815816780679,0.7658815816780679,0.7658815816780679,7.045285529766332e-4,1.9570237582684257e-4,3.9140475165368506e-5,3.9140475165368506e-5,4.5663887692929925e-5,0.00121335473012642,1.803934832854163e-5,2.254918541067704e-6,0,0,0,0,0.06950132766927354,0.5361171071746474,0.15317631633561357,0.0802039374915813,4.896566981278812e-5,2.4481191372281576e-5,1.858572079691581e-4,1.4468267657312146e-6,0.5
401014,Devens,2014,MA,Middlesex,42.558964,-71.626129,2,2400000,1,single,2,62,3,10,11,600,0.15432934193868297,0.7452080068397883,0.7452080068397883,0.7452080068397883,8.219499784727387e-4,3.914047516536851e-4,1.5656190066147e-4,0,4.5663887692929925e-5,0.00156561900661474,0,0,0,0,0,0,0.06109217634520082,0.5216456047878517,0.14904160136795766,0.0780389786471292,5.021471303179057e-5,2.382036631254297e-5,2.33342363877972e-4,1.4077723190191863e-6,0.5
405110,Mercer Mall,2012,NJ,Mercer,40.290829,-74.680847,1.1,1320000,3,single,2,75,2,5.5,13,600,0.07879166375347671,0.651324420983445,0.651324420983445,0.651324420983445,5.479666523151591e-4,2.3484285099221105e-4,0,0,2.3484285099221105e-4,0.00129163568045716,0,0,0,0,0,0,0.02837150449641682,0.4559270946884114,0.130264884196689,0.07083857190912296,1.5546638340046013e-5,1.0707121876122232e-4,1.6825477233906364e-4,1.364169078514924e-6,0.5
406135,Canoga Solar,2021,NY,Seneca,42.857731,-76.79969,5,6000000,1,single,2,66,3,25,4,600,0.12225983913792351,0.6812714964862638,0.6812714964862638,0.6812714964862638,4.305452268190536e-4,1.5656190066147e-4,0,0,7.597856943865652e-5,6.262476026458961e-4,0,0,0,0,0,0,0.04350204285130205,0.47689004754038467,0.13625429929725277,0.07251911216637996,1.8729596906506027e-5,3.623342359165132e-5,8.532892828510096e-5,2.2645116704138568e-6,0.5
401473,Innovative Solar 16,2015,NC,Henderson,35.363007,-82.351799,2,2400000,4,single,2,72,4,10,10,1000,0.09433554484787109,0.5554778528535247,0.5554778528535247,0.5554778528535247,0.00156561900661474,5.479666523151591e-4,1.5656190066147e-4,3.9140475165368506e-5,1.1742142549610553e-4,9.393714039688442e-4,0,0,0,0,0,0,0.03488177004338964,0.3888344969974673,0.11109557057070496,0.0581881834283615,5.4611562164295505e-5,4.5657500919503766e-5,1.0436000210172293e-4,0,0.4
404855,CA - Fresno County - Juvenile Hall,2022,CA,Fresno,36.659012,-119.732803,2.8,3360000,3,single,2,61,4,14,3,1000,0.14552019836257668,0.5778888821591379,0.5778888821591379,0.5778888821591379,3.1312380132294805e-4,3.9140475165368506e-5,0,0,5.088261771497906e-4,7.828095033073701e-5,0,0,0,0,0,0,0.0446670944350955,0.4045222175113965,0.1155777764318276,0.06063203341096813,1.3986330403568205e-5,2.0583149350847995e-4,9.047538176196922e-6,2.156517742078426e-6,0.8
403288,Griffin Solar,2019,TX,McLennan,31.471313,-97.135735,5,6000000,4,single,2,60,2,25,6,600,0.12843431186222282,0.6204695007346025,0.6204695007346025,0.6204695007346025,0.00407060941719832,0.00219186660926063,5.479666523151591e-4,3.914047516536851e-4,1.1742142549610553e-4,2.7398332615757956e-4,7.581309544868718e-5,1.2635515908114528e-5,0,0,0,0,0.05964004188444002,0.4343286505142217,0.12409390014692052,0.06392577075880528,2.427713161369041e-4,5.0999489277179736e-5,3.3999659518119836e-05,4.8464105601682e-6,0.9
401108,Nitro Solar,2015,NC,Johnston,35.489491,-78.306709,5,6000000,4,single,3,72,3,25,10,600,0.18285715819947607,0.7368451770693122,0.7368451770693122,0.7368451770693122,0.001487338056284,5.088261771497906e-4,3.9140475165368506e-5,3.9140475165368506e-5,1.1742142549610553e-4,0.00207444518376453,0,0,0,0,0,0,0.06648057036957256,0.5157916239485185,0.14736903541386245,0.07718702393148091,9.887908231413194e-5,6.056498774298624e-5,3.0570898575031153e-4,0,0.4
405314,Shuman Solar,2016,MA,Norfolk,42.114895,-71.065987,2.2,2640000,3,dual,2,75,2,11,9,600,0.09086068821142836,0.6828108724873546,0.6828108724873546,0.6828108724873546,5.088261771497906e-4,1.9570237582684257e-4,3.9140475165368506e-5,0,3.9140475165368506e-5,0.00168304043211084,3.827018752391887e-5,0,0,0,0,0,0.03200947132273174,0.4779676107411482,0.1365621744974709,0.07103964317358438,1.6287256925731445e-5,1.870787939806443e-5,2.298396611762202e-4,2.718700465885357e-6,0.5
401598,Cedar Branch,2016,NJ,Atlantic,39.503189,-74.964394,5.9,7080000,3,single,2,63,3,29.5,9,600,0.13797506111957533,0.6905282506276932,0.6905282506276932,0.6905282506276932,3.1312380132294805e-4,1.9570237582684257e-4,3.9140475165368506e-5,0,1.5656190066147e-4,0.00168304043211084,0,0,0,0,0,0,0.05720696021333688,0.4833697754393852,0.13810565012553863,0.07510241219500358,1.791286084413069e-5,7.567729076510003e-5,2.3243739306423583e-4,1.446279698717524e-6,0.5
404945,West Valley Solar,2022,NY,Cattaraugus,42.445671,-78.636436,10,12000000,3,single,2,64,2,50,3,1500,0.07118036930609381,0.3968322899611305,0.3968322899611305,0.3968322899611305,9.393714039688442e-4,2.7398332615757956e-4,0,0,7.597856943865652e-5,6.262476026458961e-4,0,0,0,0,0,0,0.02454680720536506,0.27778260297279134,0.07936645799222611,0.04224149328917782,2.305856874745632e-5,2.110552478881898e-5,4.970305404812782e-5,1.3190502706319438e-6,0.5
403265,Kearsarge Gill,2018,MA,Franklin,42.671001,-72.477272,2,2400000,2,single,2,71,1,10,7,1000,0.07820117413692625,0.560174034003493,0.560174034003493,0.560174034003493,7.828095033073702e-4,3.1312380132294805e-4,0,0,4.5663887692929925e-5,0.00109593330463031,0,0,0,0,0,0,0.02827333804447548,0.39212182380244504,0.1120348068006986,0.05866202332374182,2.2132637711437223e-5,1.7905806924061707e-5,1.2278267605070887e-4,1.0582246723940122e-6,0.5
406481,Hunt Creek,2021,NY,Tioga,42.051754,-76.318497,4,4800000,3,single,2,73,2,20,4,1000,0.06396886878341661,0.4922458533572359,0.4922458533572359,0.4922458533572359,3.522642764883166e-4,7.828095033073701e-5,0,0,7.597856943865652e-5,7.436690281420016e-4,3.122641194528702e-5,2.153545651399105e-6,0,0,0,0,0.02159515365312805,0.3445720973500651,0.0984491706714472,0.05239795358702279,7.607201177273182e-6,2.6180095025135435e-5,7.321359907462119e-5,1.6362000837984036e-6,0.5
406621,Sturbridge Barn,2018,MA,Worcester,42.176899,-72.00013,1,1200000,1,single,2,70,4,5,7,600,0.13489723109587004,0.7394192044038899,0.7394192044038899,0.7394192044038899,0.00172218090727621,6.262476026458961e-4,1.1742142549610553e-4,0,3.9140475165368506e-5,0.001487338056284,0,0,0,0,0,0,0.04856625284514893,0.5175934430827229,0.14788384088077797,0.07743276907135817,8.36398733878646e-5,2.0258853304736893e-5,2.1995326445142912e-4,1.396836693321755e-6,0.5
403253,Freeman Avenue,2019,GA,Sumter,32.183002,-84.148651,1.4,1680000,3,single,2,65,1,7,6,1000,0.08782220345345663,0.5074613181828243,0.5074613181828243,0.5074613181828243,5.088261771497906e-4,3.522642764883166e-4,0,0,5.810855159166248e-4,0.00144819758111863,0,0,0,0,0,0,0.03605326829146859,0.35522292272797695,0.10149226363656486,0.05286748762722973,1.8344846678503725e-5,2.0641489531879784e-4,1.46980850700728e-4,8.93845707954197e-7,0.4
404575,Antelope Expansion 3B,2022,CA,Los Angeles,34.720169,-118.322227,5,6000000,1,dual,2,64,2,25,3,1500,0.08991204543927638,0.455692581773547,0.455692581773547,0.455692581773547,5.088261771497906e-4,1.5656190066147e-4,0,0,6.262476026458961e-4,1.5656190066147e-4,1.7479417985322284e-5,0,0,0,0,0,0.03007626783132502,0.31898480724148287,0.0911385163547094,0.04683303233210668,1.5303592383546332e-5,1.997634708154419e-4,1.426881934396014e-5,8.186141476530055e-7,0.8
402782,USS Nillie Corn Solar (CSG),2018,MN,Chisago,45.459324,-92.901649,1,1200000,1,dual,2,69,1,5,7,1000,0.09516303316896207,0.5768748369524592,0.5768748369524592,0.5768748369524592,7.045285529766332e-4,3.1312380132294805e-4,3.9140475165368506e-5,3.9140475165368506e-5,1.4090571059532662e-4,3.9140475165368506e-5,0,0,0,0,0,0,0.03580888059440861,0.4038123858667214,0.11537496739049186,0.06017594447698352,2.522837882889174e-5,5.6899471177744606e-5,4.515831045852748e-6,1.863195356937437e-6,0.4
401080,Monson Solar,2014,MA,Hampden,42.126858,-72.332161,3,3600000,4,single,3,64,3,15,11,600,0.2560138587552423,0.7746632848201395,0.7746632848201395,0.7746632848201395,7.436690281420016e-4,2.7398332615757956e-4,3.9140475165368506e-5,3.9140475165368506e-5,7.828095033073701e-5,0.00125249520529179,2.0256446614134947e-5,0,0,0,0,0,0.09391044170055068,0.5422642993740976,0.15493265696402791,0.08139793783701384,6.983828691183461e-5,4.244896468543564e-5,1.9405240999056296e-4,1.6488329822961458e-6,0.5
402508,Denison Solar Array,2017,OH,Licking,40.078579,-82.513596,1.9,2280000,2,single,2,74,1,9.5,8,600,0.08539355949587292,0.6810678191475587,0.6810678191475587,0.6810678191475587,0.00136991663078789,6.653880778112646e-4,2.7398332615757956e-4,1.1742142549610553e-4,0,5.871071274805276e-4,0,0,0,0,0,0,0.03590340620701537,0,0.13621356382951175,0.07102796115680378,4.91846732649238e-5,0,7.997195418383013e-5,1.1662254458355553e-6,0.4
402033,Ohio Northern University Solar Site,2018,OH,Hardin,40.759495,-83.840256,2.7,3240000,2,single,2,70,4,13.5,7,1000,0.11811635676931574,0.6474373257326803,0.6474373257326803,0.6474373257326803,4.696857019844221e-4,1.9570237582684257e-4,0,0,0,3.914047516536851e-4,1.6419244292553403e-5,0,0,0,0,0,0.04289900657419265,0,0.12948746514653606,0.06752066671005413,2.0149050017234017e-5,0,5.068200913794515e-5,1.108638321508457e-6,0.4
403761,North Kern State Prison Phase II,2012,CA,Kern,35.777786,-119.30732,4,4800000,1,dual,2,71,2,20,13,600,0.1171798613155681,0.7630798658549014,0.7630798658549014,0.7630798658549014,5.479666523151591e-4,1.5656190066147e-4,0,0,0.00105679282946494,1.1742142549610553e-4,2.448075039942277e-4,3.865381642014121e-5,1.2884605473380404e-5,0,0,0,0.0383328205086149,0.5341559060984309,0.1526159731709803,0.08220367375963872,2.1005107327903583e-5,5.644921313811747e-4,1.7920385123211904e-5,2.0124076192252945e-5,0.8
404912,"233 Randolph 74 Solar I, LLC",2023,NC,Cleveland,35.312386,-81.592476,2,2400000,2,dual,2,74,2,10,2,1500,0.06332753913777867,0.4591611871941854,0.4591611871941854,0.4591611871941854,9.002309288034757e-4,3.522642764883166e-4,7.828095033073701e-5,7.828095033073701e-5,1.1742142549610553e-4,0.00125249520529179,0,0,0,0,0,0,0.02524880628957409,0.32141283103592977,0.09183223743883707,0.0480986870068513,2.2729756337242323e-5,3.774075279297778e-5,1.1501943708336088e-4,0,0.4
403021,Woodoak Drive Community Solar Farm (CSG),2019,NY,Sullivan,41.592968,-75.027176,2,2400000,2,single,2,73,3,10,6,1000,0.08206013108641577,0.5875320186884255,0.5875320186884255,0.5875320186884255,9.002309288034757e-4,3.1312380132294805e-4,0,0,7.597856943865652e-5,0.00101765235429958,0,0,0,0,0,0,0.02817423199987626,0.4112724130818978,0.11750640373768512,0.06254085277948312,2.5363315041573217e-5,3.12478895955468e-5,1.1958066840893236e-4,1.9529264323016887e-6,0.5
405742,115 G Fisher,2015,MA,Plymouth,41.872768,-70.843826,1,1200000,3,single,2,64,3,5,10,1000,0.10947537254459191,0.5678702737732644,0.5678702737732644,0.5678702737732644,7.436690281420016e-4,1.9570237582684257e-4,3.9140475165368506e-5,0,4.5663887692929925e-5,0.00176132138244158,2.7243502424671715e-5,0,0,0,0,0,0.0367830383544395,0.39750919164128506,0.11357405475465288,0.05908122328337044,2.7354406385155995e-5,1.8151815084015e-5,2.0004041112996123e-4,1.6095794497730735e-6,0.5
405438,Amazon Denver DEN3,2019,CO,Adams,39.88306,-104.979752,4.6,5520000,1,single,2,62,2,23,6,600,0.1315167353469162,0.6825336860719721,0.6825336860719721,0.6825336860719721,0.00367920466554463,0.00152647853144937,3.522642764883166e-4,1.5656190066147e-4,0.00102580661995903,3.9140475165368506e-5,5.234916895694281e-5,0,0,0,0,0,0.05529614915860061,0.4777735802503804,0.1365067372143944,0.0689359022932692,2.0344584997097564e-4,4.901033014623685e-4,5.342938557845489e-6,3.6087371963496502e-6,0.35
401015,SCE-Snowline-Duncan Road (North),2014,CA,San Bernardino,34.474056,-117.563431,1.5,1800000,1,single,2,69,2,7.5,11,600,0.1038691362103066,0.6926160077333698,0.6926160077333698,0.6926160077333698,0.00117421425496105,5.479666523151591e-4,3.9140475165368506e-5,0,0.00352264276488316,1.9570237582684257e-4,6.570767162338385e-5,5.054436278721834e-6,0,0,0,0,0.03756482061009382,0.4848312054133588,0.13852320154667397,0.07268502969032058,4.4109147845427e-5,0.00170788713793895,2.710931964982465e-5,4.77596406282749e-6,0.8
405238,Dulles,2016,CA,Riverside,34.029015,-117.517143,2,2400000,1,single,2,70,3,10,9,1000,0.08930974532480558,0.5743050573738323,0.5743050573738323,0.5743050573738323,3.914047516536851e-4,1.1742142549610553e-4,3.9140475165368506e-5,3.9140475165368506e-5,0.00375748561587537,1.9570237582684257e-4,0,0,0,0,0,0,0.03332382982499143,0.4020135401616826,0.11486101147476646,0.0602560189368536,1.3043105336800436e-5,0.00151056009454466,2.247857283548602e-5,2.1431439223483497e-6,0.8
406139,Donati Solar,2021,NY,Seneca,42.944744,-76.791901,2,2400000,2,fixed,1,34,2,10,4,1500,0.459254628070312,0.5299817713547181,0.5299817713547181,0.5299817713547181,4.305452268190536e-4,1.5656190066147e-4,0,0,7.597856943865652e-5,6.262476026458961e-4,0,0,0,0,0,0,0.1634102797030133,0.3709872399483027,0.10599635427094364,0.05641481805893294,7.035551593929885e-5,2.818707977126764e-5,6.637996275138353e-5,1.7616323485266576e-6,0.5
406431,Ports Jersey City Solar,2020,NJ,Hudson,40.733936,-74.085724,3,3600000,2,single,2,73,3,15,5,600,0.09928590591108596,0.7108646788026636,0.7108646788026636,0.7108646788026636,7.828095033073701e-5,0,0,0,3.9140475165368506e-5,0.00129163568045716,1.9257433369280544e-5,3.2095722282134233e-6,0,0,0,0,0.02808229493839137,0.4976052751618645,0.14217293576053272,0.07731421860550507,2.198308735245322e-6,1.947650691462932e-5,1.836356366236479e-4,1.488873413293504e-6,0.5
402225,"Haywood Farm Solar, LLC",2017,NC,Montgomery,35.340076,-79.900414,4.9,5880000,1,single,2,62,3,24.5,8,1000,0.12257661185674155,0.5918840283996633,0.5918840283996633,0.5918840283996633,5.088261771497906e-4,2.3484285099221105e-4,7.828095033073701e-5,0,1.1742142549610553e-4,0.00172218090727621,0,0,0,0,0,0,0.04828606658305772,0.41431881987976427,0.11837680567993264,0.06200185342388235,2.4569214669057512e-5,4.86499064401461e-5,2.0386627460632653e-4,0,0.4
402586,Gore Mountain Solar II,2016,NY,Washington,43.543888,-73.322968,2,2400000,2,single,3,65,4,10,9,1000,0.2955470446705794,0.7900814530754567,0.7900814530754567,0.7900814530754567,8.610904536381071e-4,3.1312380132294805e-4,7.828095033073701e-5,3.9140475165368506e-5,7.828095033073701e-5,9.002309288034757e-4,3.122641194528702e-5,2.153545651399105e-6,0,0,0,0,0.11931678369963762,0.5530570171528196,0.15801629061509137,0.08410157449954425,1.0274254340256086e-4,4.329382888980544e-5,1.4225115206650365e-4,2.6261904105700147e-6,0.5
402194,"Barker Solar, LLC",2017,NC,Robeson,34.635963,-78.928818,5,6000000,1,single,2,62,4,25,8,1000,0.1545531192976307,0.6361370398687969,0.6361370398687969,0.6361370398687969,0.00164389995694547,6.653880778112646e-4,1.9570237582684257e-4,7.828095033073701e-5,7.828095033073701e-5,0.00219186660926063,0,0,0,0,0,0,0.0684002547443758,0.4452959279081578,0.1272274079737594,0.06663750601632215,1.1244317582933908e-4,3.4858188415057953e-5,2.788655073204637e-4,0,0.4
400588,Progress Manis I,2012,NC,Scotland,34.756313,-79.444611,1,1200000,2,dual,2,68,1,5,13,600,0.13758967142900863,0.8047246514156242,0.8047246514156242,0.8047246514156242,5.479666523151591e-4,1.9570237582684257e-4,7.828095033073701e-5,3.9140475165368506e-5,1.1742142549610553e-4,0.00183960233277231,0,0,0,0,0,0,0.07605090590429575,0.5633072559909369,0.16094493028312484,0.08429762840291695,4.1673360313912115e-5,6.614434099075544e-5,2.960746691967148e-4,0,0.4
405141,Butler Plaza,2010,FL,Alachua,29.623026,-82.380493,1.2,1440000,1,single,2,71,3,6,15,600,0.11121800405114296,0.7412602885547368,0.7412602885547368,0.7412602885547368,0.00113507377979568,3.522642764883166e-4,7.828095033073701e-5,3.9140475165368506e-5,9.002309288034757e-4,0.00164389995694547,0,0,0,0,0,0,0.04002768300068574,0.5188822019883157,0.14825205771094738,0.07836555624743885,4.5434373440051925e-5,4.671138066355341e-4,2.437115512881048e-4,4.9084310699595285e-6,0.4
402199,"OR Solar 2, LLC",2020,OR,Jackson,42.521824,-122.828728,10,12000000,1,single,2,60,2,50,5,1500,0.08999004045396755,0.4347442257599961,0.4347442257599961,0.4347442257599961,6.653880778112646e-4,1.9570237582684257e-4,0,0,9.393714039688442e-4,0,0,0,0,0,0,0,0.03082452225193232,0.3043209580319972,0,0.05096786905691149,2.0510269610663803e-5,2.858704056036609e-4,0,2.078759994816607e-7,0.35
406004,Day Hollow Road Community Solar,2024,NY,Tioga,42.113724,-76.17778,5,6000000,3,dual,2,70,4,25,1,1500,0.09226923314499184,0.45978194867832817,0.45978194867832817,0.45978194867832817,3.522642764883166e-4,7.828095033073701e-5,0,0,7.597856943865652e-5,7.436690281420016e-4,3.122641194528702e-5,2.153545651399105e-6,0,0,0,0,0.0311490308507527,0.3218473640748297,0.09195638973566564,0.04894227760922141,1.0972690815952652e-5,2.4453502300008016e-5,6.83851189861696e-5,1.5282917221661452e-6,0.5
401486,Neisler Street Solar,2015,NC,Cleveland,35.289867,-81.568604,2,2400000,1,single,2,73,2,10,10,1000,0.07147815076289264,0.5500304130405167,0.5500304130405167,0.5500304130405167,9.002309288034757e-4,3.522642764883166e-4,7.828095033073701e-5,7.828095033073701e-5,1.1742142549610553e-4,0.00125249520529179,0,0,0,0,0,0,0.02849847013039252,0.3850212891283616,0.11000608260810336,0.05761754568749399,2.5655204234961372e-5,4.520974861580042e-5,1.3778209101958226e-4,0,0.4
402126,"BWC Wading River One, Two, Three (CSG)",2017,MA,Worcester,42.08728,-71.517746,3,3600000,3,dual,2,69,1,15,8,1000,0.0913089303256191,0.5535114060558847,0.5535114060558847,0.5535114060558847,0.00172218090727621,6.262476026458961e-4,1.1742142549610553e-4,0,3.9140475165368506e-5,0.001487338056284,0,0,0,0,0,0,0.03287341453333855,0.38745798423911926,0.11070228121117694,0.05796430580680033,5.6613966866292075e-5,1.516528960973499e-5,1.6465171576283703e-4,1.0456383030709796e-6,0.5
406308,"Marathon Solar Farm, LLC South",2020,NY,Madison,43.082043,-75.732857,4.4,5280000,3,single,3,61,1,22,5,1500,0.15936100367770567,0.4654682614558987,0.4654682614558987,0.4654682614558987,6.653880778112646e-4,1.9570237582684257e-4,0,0,7.597856943865652e-5,6.653880778112646e-4,3.122641194528702e-5,2.153545651399105e-6,0,0,0,0,0.05490822279468154,0.32582778301912907,0.09309365229117976,0.04954756691936661,3.6535276821385816e-5,2.475592883716241e-5,6.194340635445833e-5,1.5471927355108176e-6,0.5
400687,"Axio Green, LLC",2012,MA,Franklin,42.572838,-72.613472,2,2400000,1,single,2,63,3,10,13,600,0.15113410724318443,0.7563857543383817,0.7563857543383817,0.7563857543383817,7.828095033073702e-4,3.1312380132294805e-4,0,0,4.5663887692929925e-5,0.00109593330463031,0,0,0,0,0,0,0.05464196351648948,0.5294700280368672,0.15127715086767635,0.07920952430734682,4.277424832008257e-5,2.417765989704796e-5,1.6578966786547176e-4,1.4288881999183144e-6,0.5
403692,Wor-Wic Community College-Offsite,2019,MD,Wicomico,38.412415,-75.689781,2,2400000,4,dual,2,62,2,10,6,1000,0.11623261404844312,0.5483759386141323,0.5483759386141323,0.5483759386141323,6.653880778112646e-4,1.9570237582684257e-4,0,0,8.69788337008189e-5,0.00183960233277231,0,0,0,0,0,0,0.03983389204878577,0.38386315702989254,0.10967518772282646,0.05752020690810197,2.650499686208298e-5,3.3387969699174356e-5,2.0175873118215363e-4,1.7399521124098786e-6,0.4
402823,Warrenton I Solar,2018,NC,Warren,36.412476,-78.175621,4.9,5880000,2,single,2,73,3,24.5,7,1000,0.08288073239727994,0.5934073388753097,0.5934073388753097,0.5934073388753097,3.914047516536851e-4,1.5656190066147e-4,0,0,1.1742142549610553e-4,0.00180046185760695,0,0,0,0,0,0,0.02965158210773287,0.4153851372127168,0.11868146777506194,0.06216142534726313,1.1605770131016035e-5,4.877511494141259e-5,2.1368145593380757e-4,0,0.4
