case_id,p_name,p_year,p_state,p_county,ylat,xlong,p_cap_ac,tiv,inverter_oem,racking_type,racking_oem,max_title_angle,module_oem,acrage,age,voltage,hail_claim_severity_multiple,storm_claim_severity_multiple,hurricane_claim_severity_multiple,fire_claim_severity_multiple,HAIL_1.0,HAIL_1.5,HAIL_2.0,HAIL_2.5,FIRE,HURRICANE,GUST_34,GUST_40,GUST_45,GUST_50,GUST_60,GUST_64,hail_expected_claim,fire_expected_claim,hurricane_expected_claim,storm_expected_claim,hail_technical_premium,fire_technical_premium,hurricane_technical_premium,storm_technical_premium
402231,Stuttgart Solar,2018,AR,Arkansas,34.440144,-91.441673,81,1620000000,1,fixed,2,71,3,405,7,1000,0.22349850789565548,0.4427178517795738,0.4427178517795738,0.4427178517795738,0.0016047594817801087,7.045285529766332e-4,1.1742142549610553e-4,7.828095033073701e-5,4.6446697196237297e-4,5.871071274805276e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.17417022309711783,0.30990249624570165,0.08854357035591476,0.047147415332730966,2.795013169588567e-4,1.439394740348217e-4,5.1984561248531105e-5,3.7155442577841634e-6
403140,Noland Wastewater Treatment Plant Hybrid,2019,AR,Washington,36.080036,-94.065987,5,100000000,4,fixed,1,59,2,25,6,600,0.5341780468929624,0.5586567983403967,0.5586567983403967,0.5586567983403967,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.4241979721295176,0.3910597588382777,0.11173135966807934,0.05949437998475501,0.0010958184727601144,3.061252955796921e-5,3.0612529557969217e-5,4.6885709505548245e-6
402043,Ozarks Natural Energy Community Solar,2016,AR,Washington,36.164207,-94.082413,1,20000000,3,single,2,40,2,5,9,600,0.2927729974846035,0.6230579303954423,0.6230579303954423,0.6230579303954423,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.2324949753169749,0.4361405512768096,0.12461158607908847,0.06635280439364707,6.005976112928235e-4,3.414149683172019e-5,3.41414968317202e-5,5.229062497123548e-6
402634,FECC Solar Benton,2017,AR,Saline,34.638447,-92.578476,1,20000000,1,fixed,2,41,4,5,8,1000,0.695709536557295,0.5474996795852377,0.5474996795852377,0.5474996795852377,0.002074445183764531,9.393714039688442e-4,7.828095033073701e-5,7.828095033073701e-5,1.9570237582684254e-4,4.696857019844221e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.544771508806599,0.3832497757096664,0.10949993591704754,0.05830619814444379,0.0011300986326959858,7.500289164148624e-5,5.143055426844771e-5,4.594933957247432e-6
402650,Scenic Hill Solar III,2017,AR,Johnson,35.467068,-93.515205,5,100000000,1,single,2,39,3,25,8,600,0.35831179173142474,0.6916607010350196,0.6916607010350196,0.6916607010350196,0.0018004618576069513,6.653880778112646e-4,0.00015656190066147403,1.1742142549610553e-4,0.00015656190066147403,2.7398332615757956e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.2728442853984652,0.48416249072451373,0.13833214020700393,0.0736586839901415,4.912457289259619e-4,7.580139977682315e-5,3.790069988841158e-5,5.804816624709251e-6
403528,Chicot Solar,2020,AR,Chicot,33.475201,-91.357712,100,2000000000,2,single,2,37,2,500,5,1500,0.23955899225540073,0.47234122007045215,0.47234122007045215,0.47234122007045215,0.0016047594817801087,6.262476026458961e-4,7.828095033073701e-5,0,4.6446697196237297e-4,7.828095033073702e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.18000853213042192,0.3306388540493165,0.09446824401409043,0.05030216782972285,2.8887039873761394e-4,1.53570827353395e-4,7.395063917498957e-5,3.9641606971415715e-6
403141,Westside Wastewater Treatment Plant Hybrid,2019,AR,Washington,36.07058,-94.233521,5,100000000,2,dual,2,68,4,25,6,600,0.16312289925367493,0.7655586257973145,0.7655586257973145,0.7655586257973145,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.12953808842159692,0.5358910380581201,0.15311172515946292,0.08152847315041582,3.346320339670984e-4,4.19500597329148e-5,4.195005973291481e-5,6.4250107481425615e-6
404090,Forrest City-Prison Site,2021,AR,St. Francis,34.985352,-90.800301,1,20000000,1,dual,2,69,2,5,4,1500,0.06826199689466364,0.4143468289919495,0.4143468289919495,0.4143468289919495,0.0010176523542995812,6.262476026458961e-4,0,0,4.6446697196237297e-4,5.479666523151591e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.05389234809940736,0.29004278029436464,0.08286936579838991,0.04412603187280108,5.484367492209445e-5,1.3471529190287135e-4,4.540964895602406e-5,3.477438226183464e-6
404091,Forrest City-Eldridge Road,2021,AR,St. Francis,35.039425,-90.806519,1,20000000,1,single,1,42,4,5,4,1000,0.5854336296037154,0.6931326350953516,0.6931326350953516,0.6931326350953516,0.0010176523542995812,6.262476026458961e-4,0,0,4.6446697196237297e-4,5.479666523151591e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.4621955757372428,0.4851928445667461,0.13862652701907033,0.07381543819873261,4.703544157958555e-4,2.2535605133372684e-4,7.596271393271693e-5,5.8171699466358905e-6
404163,Branch Solar Farm,2021,AR,Franklin,35.30769,-93.92437,5,100000000,1,single,3,54,3,25,4,1500,0.3008871211347447,0.49627521942941166,0.49627521942941166,0.49627521942941166,0.0015656190066147403,5.088261771497906e-4,0,0,3.9140475165368506e-5,2.7398332615757956e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.21848024199734228,0.34739265360058813,0.09925504388588234,0.05285102869859067,3.420568194408271e-4,1.3597113530885284e-5,2.7194227061770574e-5,4.1650286619786174e-6
404480,Hot Springs 2020,2021,AR,Garland,34.415718,-93.201248,1,20000000,1,single,1,67,4,5,4,1500,0.21277718567256548,0.475934736550867,0.475934736550867,0.475934736550867,0.0027398332615757954,0.0015656190066147403,2.7398332615757956e-4,2.3484285099221105e-4,2.3484285099221105e-4,4.3054522681905356e-4,5.4244643341470026e-5,5.4244643341470026e-5,0,0,0,0,0.1749115236261983,0.3331543155856069,0.09518694731017341,0.056878606680115865,4.792284102639587e-4,7.823890929248273e-5,4.098228581987191e-5,3.0853597331226394e-6
404572,Searcy Solar Hybrid,2019,AR,White,35.222858,-91.695137,100,2000000000,3,single,2,63,3,500,6,1000,0.13682301902134705,0.4864335087202649,0.4864335087202649,0.4864335087202649,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.10217501704243764,0.3405034561041854,0.09728670174405299,0.051802931766145865,2.4794908045837935e-4,2.665493413473603e-5,4.569417280240463e-5,4.082431333758951e-6
404613,"Scenic Hill Solar IV, LLC",2020,AR,Johnson,35.469597,-93.444893,2.2,44000000,1,dual,2,46,4,11,5,600,0.3009662559237703,0.8069594382672465,0.8069594382672465,0.8069594382672465,0.0018004618576069513,6.653880778112646e-4,0.00015656190066147403,1.1742142549610553e-4,0.00015656190066147403,2.7398332615757956e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.22917728336477428,0.5648716067870725,0.1613918876534493,0.08593746929273594,4.1262495732825616e-4,8.843737238828486e-5,4.421868619414244e-5,6.772470310529587e-6
404680,City of Paris Solar,2020,AR,Logan,35.300007,-93.737,1.5,30000000,1,fixed,1,56,1,7.5,5,1500,0.40619368891728197,0.39358467886430165,0.39358467886430165,0.39358467886430165,0.0014090571059532664,6.262476026458961e-4,0.00015656190066147403,7.828095033073701e-5,3.9140475165368506e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.31996489851632903,0.2755092752050111,0.07871693577286033,0.04191495836100579,4.5084881391004917e-4,1.0783563943990415e-5,2.4648146157692383e-5,3.303190254533015e-6
405537,Happy Solar 1,2023,AR,White,35.170544,-91.655342,95,1900000000,1,fixed,2,57,4,475,2,1500,0.3532796118282037,0.4177303510685154,0.4177303510685154,0.4177303510685154,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.2638178182112817,0.2924112457479608,0.08354607021370308,0.04448636141449469,6.402091952365833e-4,2.2890230204545052e-5,3.924039463636295e-5,3.505834700308319e-6
405815,General Dynamics,2020,AR,Calhoun,33.606483,-92.548637,2,40000000,2,single,2,62,2,10,5,1000,0.14373144668361568,0.5354005690139939,0.5354005690139939,0.5354005690139939,7.045285529766332e-4,3.1312380132294805e-4,3.9140475165368506e-5,3.9140475165368506e-5,1.1742142549610553e-4,5.088261771497906e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.11165868895349626,0.3747803983097957,0.10708011380279879,0.057017698507562,7.866673455567469e-5,4.400724861753443e-5,5.448516495504263e-5,4.493391223818957e-6
405871,"Big Cypress Solar, LLC",2023,AR,Crittenden,35.325874,-90.314941,180,3600000000,3,fixed,3,71,2,900,2,1500,0.3112760291515129,0.3865707061961959,0.3865707061961959,0.3865707061961959,9.785118791342127e-4,4.3054522681905356e-4,3.9140475165368506e-5,3.9140475165368506e-5,4.6446697196237297e-4,5.088261771497906e-4,0,0,0,0,0,0,0.23956911136828882,0.2705994943373371,0.07731414123923919,0.041168002526299007,2.3442122134749777e-4,1.2568452774941224e-4,3.9339458926381046e-5,3.244324939374658e-6
406097,Newport Solar Project,2023,AR,Jackson,35.68988,-91.161003,180,3600000000,3,fixed,2,58,3,900,2,1500,0.2581925769963056,0.36739111943638275,0.36739111943638275,0.36739111943638275,9.393714039688442e-4,5.088261771497906e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,5.088261771497906e-4,0.0013991884706870015,2.798376941374003e-4,1.3991884706870015e-4,0,0,0,0.20839533702894608,0.2571737836054679,0.07347822388727655,0.04002733624255142,1.9576062032544155e-4,1.006590409039367e-5,3.738764376431935e-5,5.600578738288991e-5
406263,Ashley-Chicot Solar,2018,AR,Ashley,33.250729,-91.92215,1,20000000,3,dual,3,58,3,5,7,1000,0.2523804293805029,0.6284614248678153,0.6284614248678153,0.6284614248678153,0.0019570237582684255,9.785118791342127e-4,3.9140475165368506e-5,3.9140475165368506e-5,3.9140475165368506e-5,6.653880778112646e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.1966561728382709,0.4399229974074707,0.12569228497356308,0.06692825170645146,3.8486080245463795e-4,1.721879515470158e-5,8.363414789426483e-5,5.27441174784405e-6
406264,Berryville School District Solar,2018,AR,Carroll,36.374161,-93.588905,1,20000000,1,dual,2,70,3,5,7,1000,0.09216433315284762,0.533931077523104,0.533931077523104,0.533931077523104,0.0013699166307878977,6.653880778112646e-4,1.1742142549610553e-4,7.828095033073701e-5,7.828095033073701e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.07279544889676698,0.37375175426617274,0.10678621550462081,0.056861204421384065,9.97236960893516e-5,2.9257642511736094e-5,3.34373057276984e-5,4.481058401347734e-6
406265,C&L,2020,AR,Lincoln,34.074886,-91.829231,1,20000000,3,single,1,48,4,5,5,1500,0.3569611147231903,0.4923428882807703,0.4923428882807703,0.4923428882807703,0.0010959333046303183,5.088261771497906e-4,0,0,4.6446697196237297e-4,5.479666523151591e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.27252878703761474,0.3446400217965392,0.09846857765615406,0.052432253514473774,2.9867337418502536e-4,1.6007390734088477e-4,5.395749685647802e-5,4.13202626471745e-6
406269,Clay County Electrical Cooperative,2020,AR,Clay,36.415783,-90.639595,1,20000000,2,single,1,53,1,5,5,1000,0.3059269333952033,0.6042148119900316,0.6042148119900316,0.6042148119900316,0.0011350737797956867,4.696857019844221e-4,1.1742142549610553e-4,1.1742142549610553e-4,4.6446697196237297e-4,5.088261771497906e-4,0,0,0,0,0,0,0.24738119468690506,0.4229503683930221,0.12084296239800632,0.06434609893541302,2.8079590770363797e-4,1.9644647689787711e-4,6.148806259243345e-5,5.070920149557157e-6
406270,Craighead Electric Solar One,2018,AR,Craighead,35.922783,-90.56382,1,20000000,3,dual,1,37,2,5,7,600,0.43639941905723467,0.7822306848660178,0.7822306848660178,0.7822306848660178,0.002700692786410427,0.0011742142549610551,0.00015656190066147403,1.1742142549610553e-4,4.6446697196237297e-4,5.871071274805276e-4,5.418879375745096e-5,0,0,0,0,0,0.3388814501832732,0.5475614794062124,0.15644613697320356,0.07900142664742699,9.152146879582705e-4,2.543242223030407e-4,9.18506420837627e-5,4.280992015141812e-6
406272,Farmers Electric Cooperative,2019,AR,Jackson,35.62952,-91.230591,1,20000000,2,fixed,2,53,2,5,6,600,0.45745475781761225,0.6160137147957477,0.6160137147957477,0.6160137147957477,9.393714039688442e-4,5.088261771497906e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,5.088261771497906e-4,0.0013991884706870015,2.798376941374003e-4,1.3991884706870015e-4,0,0,0,0.3692261006878609,0.4312096003570234,0.12320274295914956,0.06711481793566387,3.468404405850977e-4,1.687774865384255e-5,6.268878071427234e-5,9.390627946783808e-5
406482,Paragould Solar Farm,2021,AR,Greene,36.025635,-90.487144,1.5,30000000,1,dual,2,31,4,7.5,4,1500,0.30576224899907467,0.5596900250186136,0.5596900250186136,0.5596900250186136,0.0015264785314493719,7.436690281420016e-4,1.1742142549610553e-4,3.9140475165368506e-5,3.9140475165368506e-5,5.871071274805276e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.23888734402512135,0.3917830175130295,0.11193800500372274,0.059604413874590124,3.646564020893081e-4,1.5334573467181866e-5,6.571960057363658e-5,4.697242386404558e-6
406616,Jonesboro CWL Solar Park,2022,AR,Craighead,35.814259,-90.57972,10,200000000,1,fixed,1,62,3,50,3,1000,0.5100784678902248,0.5357177299816749,0.5357177299816749,0.5357177299816749,0.002700692786410427,0.0011742142549610551,0.00015656190066147403,1.1742142549610553e-4,4.6446697196237297e-4,5.871071274805276e-4,5.418879375745096e-5,0,0,0,0,0,0.396096152646874,0.3750024109871724,0.10714354599633498,0.05410483859518049,0.001069734022178336,1.7417623430980128e-4,6.290473951798601e-5,2.9318759399144084e-6
406623,ACC,2023,AR,Howard,33.93042,-93.856987,2,40000000,1,fixed,2,49,4,10,2,600,0.707729719634657,0.682706625982625,0.682706625982625,0.682706625982625,0.002778973736741164,0.0011350737797956867,0.00015656190066147403,1.1742142549610553e-4,1.1742142549610553e-4,4.3054522681905356e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.5414042608781696,0.47789463818783745,0.136541325196525,0.0727051161732605,0.001504548221940195,5.611506965296146e-5,5.878721582691201e-5,5.72966884828469e-6
406639,UADA,2023,AR,Howard,33.926624,-93.858864,2.8,56000000,2,single,1,34,2,14,2,1000,0.579277157257957,0.7054796232343081,0.7054796232343081,0.7054796232343081,0.002778973736741164,0.0011350737797956867,0.00015656190066147403,1.1742142549610553e-4,1.1742142549610553e-4,4.3054522681905356e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.44313967955273864,0.49383573626401567,0.14109592464686163,0.07513033565668632,0.0012314735311849561,5.7986896113039536e-5,6.074817688032713e-5,5.92079301197248e-6
406628,City of Green Forest (Carroll),2022,AR,Carroll,36.367954,-93.542358,1.2,24000000,4,single,2,63,3,6,3,1500,0.10397442483445063,0.369650111882872,0.369650111882872,0.369650111882872,0.0013699166307878977,6.653880778112646e-4,1.1742142549610553e-4,7.828095033073701e-5,7.828095033073701e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.0821235793791791,0.25875507831801037,0.07393002237657441,0.03936603704295517,1.1250245717136751e-4,2.0255593433638135e-5,2.314924963844359e-5,3.102317525879916e-6
406629,Crossett SD,2022,AR,Ashley,33.131416,-91.941177,1,20000000,1,dual,3,38,2,5,3,1000,0.4555079805259348,0.7328347826819865,0.7328347826819865,0.7328347826819865,0.0019570237582684255,9.785118791342127e-4,3.9140475165368506e-5,3.9140475165368506e-5,3.9140475165368506e-5,6.653880778112646e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.35493424100830906,0.5129843478773906,0.1465669565363973,0.07804353434245993,6.946147422762321e-4,2.0078451128317763e-5,9.752390548040057e-5,6.1503733309002944e-06
406632,Fayetteville Public Schools (Ozarks),2023,AR,Washington,36.005825,-94.015961,1,20000000,2,single,2,30,4,5,2,1500,0.430165455488197,0.5629234150267958,0.5629234150267958,0.5629234150267958,0.0025832713609143217,0.0012133547301264238,2.3484285099221105e-4,2.3484285099221105e-4,7.828095033073701e-5,2.7398332615757956e-4,0,0,0,0,0,0,0.3416001742483204,0.394046390518757,0.11258468300535916,0.05994875504139802,8.82445947019028e-4,3.084632592420502e-5,3.0846325924205026e-5,4.72437886538273e-6
406633,Fayetteville Public Schools (SWEPCO),2023,AR,Logan,35.145821,-93.873894,4,80000000,1,dual,2,74,3,20,2,1500,0.06677715103870585,0.4283074090099877,0.4283074090099877,0.4283074090099877,0.0014090571059532664,6.262476026458961e-4,0.00015656190066147403,7.828095033073701e-5,3.9140475165368506e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.052601369588635274,0.2998151863069914,0.08566148180199755,0.04561276944561526,7.411833360174058e-5,1.1734908853849128e-5,2.682264880879801e-5,3.5946034877893694e-6
406634,LRWRA,2023,AR,Logan,35.146275,-93.871605,4,80000000,2,single,1,59,4,20,2,1000,0.3808119229787679,0.6948996750446408,0.6948996750446408,0.6948996750446408,0.0014090571059532664,6.262476026458961e-4,0.00015656190066147403,7.828095033073701e-5,3.9140475165368506e-5,3.1312380132294805e-4,7.880695540917035e-5,1.3907109778088884e-5,4.635703259362962e-6,0,0,0,0.2999712984573786,0.48642977253124853,0.13897993500892816,0.07400361982742408,4.2267668967339736e-4,1.9039092431455185e-5,4.351792555761185e-5,5.831999967857004e-6
406635,Rivercrest SD,2022,AR,Mississippi,35.617928,-90.10479,1,20000000,1,single,1,63,3,5,3,1500,0.19254523117490854,0.4563581628183605,0.4563581628183605,0.4563581628183605,0.0014873380562840032,6.262476026458961e-4,0.00015656190066147403,0,4.6446697196237297e-4,5.088261771497906e-4,3.643518181155724e-5,0,0,0,0,0,0.145048937848841,0.31945071397285235,0.0912716325636721,0.04563581628183606,2.1573680528615434e-4,1.4837430581018883e-4,4.644139587959362e-5,1.6627492633475207e-6
406636,Searcy Water I,2021,AR,White,35.265907,-91.715851,1,20000000,1,dual,2,63,3,5,4,1000,0.11755880465159589,0.5699254499119247,0.5699254499119247,0.5699254499119247,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.08778912316568142,0.3989478149383473,0.11398508998238495,0.06069443955711485,2.1303869569346153e-4,3.123001408574483e-5,5.353716700413399e-5,4.783143991762135e-6
406637,Searcy Water II,2021,AR,White,35.208233,-91.720459,2.8,56000000,2,single,2,35,2,14,4,1000,0.33043023334420074,0.619185038254457,0.619185038254457,0.619185038254457,0.0024267094602528475,9.393714039688442e-4,0.00015656190066147403,0,7.828095033073701e-5,4.696857019844221e-4,0,0,0,0,0,0,0.2467546394222808,0.4334295267781199,0.12383700765089141,0.06594035919050939,5.988018178473291e-4,3.3929275257592855e-5,5.8164471870159185e-5,5.19655894639115e-6
406638,Southside SD,2023,AR,Pulaski,34.724487,-92.196831,1,20000000,1,single,1,50,3,5,2,1500,0.28897816349719324,0.4920062036958624,0.4920062036958624,0.4920062036958624,0.004305452268190536,0.002231007084426005,1.9570237582684254e-4,3.9140475165368506e-5,3.1312380132294805e-4,5.088261771497906e-4,5.6085249579360626e-5,0,0,0,0,0,0.22536000442707732,0.3444043425871037,0.09840124073917249,0.050687709090111034,9.702767422199893e-4,1.0784119694300479e-4,5.006912715210937e-5,2.8428328149249036e-6
406640,White River Medical Center,2023,AR,Jackson,35.610004000000004,-91.258797,2.9,58000000,3,single,1,41,4,14.5,2,1500,0.45531628688036424,0.5255336389409034,0.5255336389409034,0.5255336389409034,9.393714039688442e-4,5.088261771497906e-4,7.828095033073701e-5,3.9140475165368506e-5,3.9140475165368506e-5,5.088261771497906e-4,0.0013991884706870015,2.798376941374003e-4,1.3991884706870015e-4,0,0,0,0.36750007363906323,0.36787354725863236,0.1051067277881807,0.057256995500953284,3.452190601329805e-4,1.4398745440472518e-5,5.348105449318365e-5,8.011332797111135e-5
